case_id,running_time,total_cost,holding_cost,penalty_cost,machine_cost,skill_cost,best_cluster,bestS,bestEBO,bestServerAssignment,GAP,GAPoolingPercentGAP,num_clusters,num_used_servers,avg_num_servers_per_cluster,avg_num_skills_per_server,avg_cross_training_perf,total_stock
Case: 0040,4016.61473703384,478073.04903586,48633.6857778656,13439.3632579948,400000,16000,"[[2, 5, 8], [1, 3, 4, 6, 7, 9, 10]]","[[21, 3, 33], [3, 4, 3, 5, 5, 4, 10]]","[[0.024483803555714875, 0.0166610396454074, 0.09719355993915334], [0.01566556827526531, 0.040026801112821545, 0.04022358939660833, 0.013094507005544431, 0.02238752478629898, 0.025399278908983147, 0.061793431227749884]]","[3, 1]",-16305.0558822771,-3.29809425621246,2,4,2,4,40,91
Case: 0041,52313.2584888935,1315036.7455651,42179.0266035889,12857.7189615182,1000000,260000,"[[1, 6], [3, 15], [5, 8, 10, 19], [9, 17], [12, 13, 16], [2, 14], [4, 7, 11, 18, 20]]","[[23, 5], [4, 50], [2, 8, 0, 1], [9, 30], [7, 4, 11], [1, 15], [2, 4, 1, 1, 5]]","[[0.024077762283199976, 0.023847400543703226], [0.03457223204466293, 0.16316650311884004], [0.023016591213303638, 0.03428638967416149, 0.00706543930949078, 0.0412171418787562], [0.021388133309152766, 0.0304672087877012], [0.061544911215427905, 0.03874723793417667, 0.05859803113252757], [0.03909838951382126, 0.058764915359183094], [0.0435064717736441, 0.016105687488253407, 0.02780744499234303, 0.03180771138372631, 0.027580593997046918]]","[2, 1, 1, 3, 1, 1, 1]",-235050.517568205,-15.1636958227164,7,10,1.42857142857143,2.6,13,183
Case: 0042,34342.9161300659,130636.371895991,21921.6957908957,6514.67610509604,100000,2200,"[[3, 6, 7, 8], [1, 2, 9, 10], [5], [4]]","[[3, 3, 1, 2], [3, 12, 2, 10], [32], [40]]","[[0.014406518233469648, 0.032683979472142896, 0.03424316221817002, 0.029685085886985586], [0.02590315650647418, 0.020033832998853637, 0.016542665840463905, 0.02648332034639588], [0.02288602244443157], [0.015303555940353798]]","[1, 3, 3, 3]",4485.36723461907,3.55555411283417,4,10,2.5,2.2,22,108
Case: 0043,45700.1566770076,85443.2487840562,8071.54283055797,5371.70595349828,60000,12000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[17, 7, 3, 2, 1, 6, 2, 5, 10, 11, 4, 3, 7, 2, 11, 4, 4, 1, 3, 3]]","[[0.04882057909051534, 0.04183199684120594, 0.006938225548279939, 0.07442368048943633, 0.04387832409822381, 0.021322592947009316, 0.09365016981857674, 0.0695381171436002, 0.031447111607242145, 0.17611277355306376, 0.13842099861993537, 0.024745084024205142, 0.007710805861446129, 0.0011666057678224996, 0.055446626877331984, 0.010717601455973783, 0.137829286074241, 0.006245969263311054, 0.028566368411895884, 0.01057499192659726]]",[6],6586.70431547025,8.35276813086096,1,6,6,20,100,106
Case: 0044,5111.31971406936,654353.25393844,27316.1725651356,7037.0813733049,500000,120000,"[[1, 8], [3, 5, 10], [2, 6, 7, 9], [4]]","[[51, 21], [4, 4, 17], [1, 4, 8, 4], [14]]","[[0.10803356732325393, 0.02289944690936581], [0.042350895301552414, 0.014406460743582985, 0.052844976192248275], [0.04296567050686567, 0.017851909365638383, 0.05169756627831327, 0.02800960165669068], [0.04439125814032762]]","[2, 1, 1, 1]",-42514.0304917971,-6.10073559796351,4,5,1.25,2.4,24,128
Case: 0045,43125.338547945,151328.69145917,27951.2137321568,8377.47772701406,90000,25000,"[[10, 14, 16], [4, 5, 7, 9, 18, 19, 20], [11, 12], [1, 2], [3, 13], [6, 17], [8, 15]]","[[7, 7, 13], [1, 1, 2, 0, 1, 2, 2], [13, 3], [3, 3], [68, 10], [3, 4], [3, 18]]","[[0.01531889279025258, 0.021136395449695766, 0.02140189397695946], [0.00999669557133179, 0.013288712637317278, 0.02048627879179592, 0.027988669118350313, 0.01842482658764094, 0.02015623739320563, 0.011119016043655321], [0.01762572786271025, 0.03641277319006801], [0.020990207442305828, 0.019841445259521542], [0.025309814010053455, 0.029991976969747862], [0.01671766691246339, 0.01833460917645951], [0.02156393348053783, 0.036957200038421824]]","[2, 1, 1, 1, 2, 1, 1]",-31315.3756740529,-17.145575087972,7,9,1.28571428571429,2.77777777777778,13.8888888888889,164
Case: 0046,20921.0150010585,803916.251227745,55629.3486698585,15286.9025578871,700000,33000,"[[1, 2, 4, 5, 6, 7, 9], [3, 8, 10]]","[[18, 2, 8, 2, 34, 4, 5], [24, 41, 118]]","[[0.12187855430814414, 0.03851168020431911, 0.11320308698142072, 0.049012702188894454, 0.021063825666847034, 0.04319243171415123, 0.06921111162554147], [0.026082664353228924, 0.08476494497205211, 0.13759683905073897]]","[3, 4]",-144857.837090389,-15.2678955795656,2,7,3.5,4.71428571428571,47.1428571428571,256
Case: 0047,24799.516880989,470156.544998155,26342.6654154555,8813.87958270035,400000,35000,"[[1, 2, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19], [3, 20], [5, 11, 13]]","[[3, 3, 1, 1, 4, 2, 2, 2, 1, 0, 2, 4, 7, 7, 5], [8, 31], [27, 3, 2]]","[[0.015033122013999216, 0.02277640673356271, 0.006287541102752409, 0.02250868408942025, 0.009417392987702975, 0.01708984903359716, 0.008812681970314115, 0.031208434429123882, 0.03840646317666544, 0.04802416473520839, 0.02319155512099551, 0.015195484505830388, 0.01759912324070351, 0.04491630388385539, 0.033028578236333914], [0.015299078040539378, 0.03422970271645416], [0.03699829159418974, 0.039182489857409686, 0.013357850820141067]]","[2, 1, 1]",-86610.5019993837,-15.5559677007548,3,4,1.33333333333333,8.75,43.75,115
Case: 0048,2305.44079613685,84117.4189993865,8903.29615945487,3214.12283993165,60000,12000,"[[3, 10], [5], [6, 8], [1, 4, 9], [2, 7]]","[[16, 7], [6], [0, 10], [2, 3, 4], [0, 1]]","[[0.012542263970447037, 0.004480319300119441], [0.01388175794478724], [0.016234170042753942, 0.01132063752841967], [0.01857532213551761, 0.008931167438314588, 0.01582663570146616], [0.024178819036605077, 0.002652843879357039]]","[2, 1, 1, 1, 1]",2294.60885422537,2.80436329448295,5,6,1.2,2,20,49
Case: 0049,90333.2702779769,199565.347045623,37478.4603684464,10086.8866771767,120000,32000,"[[10, 12, 17], [1, 3, 6], [5, 13, 18], [11], [15], [2, 4, 7, 9, 14, 19, 20], [8, 16]]","[[2, 4, 3], [7, 3, 4], [4, 2, 5], [6], [16], [4, 1, 2, 4, 1, 3, 3], [6, 5]]","[[0.030164464258360255, 0.032612127137604835, 0.029932943507576328], [0.07131952104828428, 0.009400851525023898, 0.03727777465533471], [0.01063621355310694, 0.029840581841750362, 0.010711400778865409], [0.04955596282916917], [0.019222863897924273], [0.006142285890309376, 0.008998175252480051, 0.00567588011965774, 0.0024071200146931074, 0.01685270278017443, 0.019063941299909525, 0.0033995617944635715], [0.03538758557674154, 0.0345867581738646]]","[1, 3, 2, 1, 2, 1, 2]",-16167.4222525869,-7.49418936454595,7,12,1.71428571428571,2.66666666666667,13.3333333333333,85
Case: 0050,114640.791883945,1109080.53499609,67044.0936515723,18036.4413445246,1000000,24000,"[[2, 4, 5, 6, 10], [1, 3, 9], [8], [7]]","[[7, 6, 5, 8, 10], [9, 18, 10], [131], [15]]","[[0.03286959275199502, 0.003143802790595354, 0.04978959128466957, 0.047307315902456244, 0.017796656267332497], [0.041477596391146475, 0.1391738642572938, 0.08706821114188812], [0.6875708011451434], [0.0283251116641849]]","[2, 3, 4, 1]",111189.61825178,11.142462205643,4,10,2.5,2.4,24,219
Case: 0051,33105.6728928089,601718.398609741,40041.384216704,12677.014393037,500000,49000,"[[1, 4, 6, 7, 10, 11, 13, 15, 16, 18, 19], [2, 3, 5, 8, 9, 12, 14, 17, 20]]","[[4, 2, 6, 4, 8, 2, 2, 7, 3, 5, 3], [2, 3, 3, 2, 12, 4, 5, 3, 1]]","[[0.020615604982081665, 0.01711143665825988, 0.015771856917390657, 0.027860603385458198, 0.014064589628838012, 0.005301918143601983, 0.006440823071948227, 0.007201369457801175, 0.002290658022471963, 0.03779344125128238, 0.007106617996019585], [0.03366514092076165, 0.035643545991639554, 0.01667153537284644, 0.030084009042212957, 0.03764682645027544, 0.06788673835732023, 0.05662319187670372, 0.0648133977604626, 0.006290046519250246]]","[2, 3]",14891.4958685841,2.53763005735144,2,5,2.5,9.8,49,81
Case: 0052,10370.8990461826,114032.741602625,26750.0380700308,8282.70353259413,60000,19000,"[[2, 4, 9, 10], [7], [1, 3, 5, 6, 8]]","[[2, 4, 10, 3], [11], [4, 2, 1, 2, 2]]","[[0.004323603072459102, 0.03846288919702658, 0.03137943627122756, 0.01627827610199327], [0.0796561240269845], [0.028036119673606155, 0.04175198019761601, 0.0017382147373598493, 0.03055630554629577, 0.009456474497978358]]","[3, 2, 1]",510.124271534121,0.449359152851747,3,6,2,3.16666666666667,31.6666666666667,41
Case: 0053,32194.9496409893,1115816.54056845,73672.6410200884,22143.8995483642,800000,220000,"[[2, 14, 18, 20], [5, 11, 19], [1, 7, 8, 10, 13, 17], [3, 6, 9], [4, 12], [15], [16]]","[[6, 8, 3, 4], [14, 2, 7], [8, 9, 2, 5, 5, 4], [9, 1, 7], [5, 15], [18], [59]]","[[0.05700294629019373, 0.04059598088065137, 0.05170916956567352, 0.015650430008312635], [0.09761416074600045, 0.019280204680090278, 0.0743329007925346], [0.026596218225333878, 0.023107536032270722, 0.009025209937060035, 0.05225885053268359, 0.009894720775866577, 0.026318548516254082], [0.018277948470217086, 0.011917162280589427, 0.07284232517542047], [0.04108884682915415, 0.06503950302561502], [0.19887441899596828], [0.05822004179617784]]","[1, 1, 1, 1, 2, 1, 1]",-300579.800311919,-21.2214471074594,7,8,1.14285714285714,2.75,13.75,191
Case: 0054,41361.294257164,122345.890515169,22575.5899116018,6570.30060356721,90000,3200,"[[3, 8, 9, 10], [6], [1, 2, 4, 5, 7]]","[[1, 2, 3, 1], [20], [4, 14, 14, 8, 4]]","[[0.002691259077152347, 0.01382869428653866, 0.008520622163685706, 0.019546750048383583], [0.17141908336492873], [0.02627243827976177, 0.028632891050755706, 0.16376588399432462, 0.03045503794458848, 0.011708066585802146]]","[1, 3, 5]",419.75890399194,0.344273125412157,3,9,3,3.55555555555556,35.5555555555556,71
Case: 0055,38346.2464179992,96342.351734672,17503.6259796813,6838.72575499069,60000,12000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[8, 8, 39, 8, 9, 6, 3, 7, 2, 2, 6, 8, 6, 8, 2, 13, 1, 3, 4, 2]]","[[0.11567134568192788, 0.02487252652836089, 0.2716508776934724, 0.09353505663118197, 0.1171691460413111, 0.08530963307368924, 0.03172140388154556, 0.025141535058670884, 0.013089121629407598, 0.01670970543508062, 0.037028660582655484, 0.10572890542405904, 0.051671269889926784, 0.12690889670171998, 0.039384421479076656, 0.25860951674341603, 0.013976925986233872, 0.04497522815516887, 0.07592123203364835, 0.012917418756337085]]",[6],6819.8674398252,7.61804980452019,1,6,6,20,100,145
Case: 0056,3657.70565295219,655988.409848464,44554.9632510593,11433.4465974047,500000,100000,"[[3, 4, 7, 9], [5, 8], [6, 10], [2], [1]]","[[2, 2, 4, 4], [6, 7], [7, 4], [7], [21]]","[[0.007292152655415853, 0.003931259875895187, 0.01643893497167108, 0.0200725159256695], [0.035574005363936706, 0.04510779870315575], [0.006697828083023624, 0.029827385066751665], [0.034457471121681724], [0.0932421426985925]]","[1, 1, 1, 1, 1]",-66336.3559486549,-9.18372996327347,5,5,1,2,20,64
Case: 0057,169077.636823892,1081211.28813201,94128.9475874318,25082.3405445824,900000,62000,"[[2, 10, 13, 15], [1, 3, 5, 7, 8, 12, 14, 16, 17, 18, 19, 20], [4, 6], [9, 11]]","[[13, 6, 16, 29], [1, 4, 9, 8, 3, 4, 4, 8, 1, 9, 5, 4], [21, 37], [99, 37]]","[[0.10552823273303477, 0.000933512802564284, 0.05488680373861829, 0.019940497939902095], [0.023271776360992483, 0.023750511968420603, 0.10538328084847735, 0.09584934270720538, 0.0292713453996012, 0.01217613345107682, 0.02132619575181753, 0.011562837765041346, 0.008026533347659952, 0.004622542503745916, 0.04048231602237176, 0.01478951377149397], [0.10674680178057565, 0.15873120201328958], [0.03349451683197408, 0.02066593470584513]]","[2, 4, 2, 1]",-32670.2750212848,-2.933011560834,4,9,2.25,6.88888888888889,34.4444444444444,318
Case: 0058,14442.3520910739,173409.727759854,31620.6374968302,8789.09026302416,110000,23000,"[[1, 6], [5, 8, 9], [2, 10], [3, 4], [7]]","[[18, 8], [3, 4, 2], [3, 6], [111, 11], [11]]","[[0.04657923423943605, 0.08532323803570678], [0.05689313125283973, 0.052524917060449226, 0.018855821888266903], [0.02197981490324056, 0.007577213067336731], [0.2292629855834999, 0.1877595442362807], [0.0318662806181603]]","[2, 2, 1, 5, 1]",2089.65826939421,1.21973933095478,5,11,2.2,2.09090909090909,20.9090909090909,177
Case: 0059,21439.8534400463,125794.988868549,25175.2770170269,7619.71185152279,70000,23000,"[[4, 10, 11, 18], [3, 5, 6, 7, 13, 14], [12, 19, 20], [9, 15], [2, 16], [1, 8, 17]]","[[1, 4, 4, 1], [1, 1, 2, 1, 1, 1], [10, 1, 4], [4, 6], [3, 8], [3, 3, 5]]","[[0.009376739888677387, 0.001174215089307684, 0.013073195546899003, 0.013533236149228653], [0.015524520204329657, 0.008960365585268668, 0.007841254420553865, 0.0009357352024905029, 0.014402369039579083, 0.01700705433599497], [0.001337022771001087, 0.007637919149098367, 0.009445371198889909], [0.049460679445269634, 0.015641339446885817], [0.0019450240312465616, 0.009241626808443263], [0.006665549510587152, 0.026428872001662183, 0.02492593814460052]]","[1, 1, 1, 1, 1, 2]",-3849.84384076243,-2.96953126500189,6,7,1.16666666666667,3.28571428571429,16.4285714285714,64
Case: 0060,5413.59523916244,551448.123705694,28047.1034628387,8401.02024285584,500000,15000,"[[1, 10], [2, 4, 9], [3, 5, 6, 7, 8]]","[[6, 26], [7, 8, 7], [2, 2, 4, 6, 3]]","[[0.05456858118261053, 0.058121513469300695], [0.06698660780978195, 0.07296735658371288, 0.02244648710345242], [0.026989036732669655, 0.013567613134879985, 0.0007692208348762044, 0.022057107205582776, 0.02513293877894607]]","[2, 2, 1]",-341.313497620984,-0.061855750510719,3,5,1.66666666666667,3,30,71
Case: 0061,294497.256722927,139709.303914356,31526.8505977318,9582.45331662469,90000,8600,"[[1, 2, 5, 6, 8, 9, 10, 11, 12, 14, 16, 17, 19, 20], [3, 4, 7, 13, 18], [15]]","[[21, 4, 9, 6, 26, 52, 10, 4, 33, 20, 6, 9, 22, 3], [4, 5, 5, 13, 3], [9]]","[[0.024652421264132817, 0.019737247035780472, 0.08601116337077211, 0.04271922007526498, 0.12157871450584876, 0.4299217019002032, 0.04496421034554116, 0.015882891971182693, 0.052966393544755914, 0.13953132856112832, 0.04121089182022715, 0.04902816080321697, 0.07623149436584788, 0.010856703802087373], [0.005369593849909812, 0.041393747556900305, 0.0665670027551361, 0.011240854620026932, 0.012780540227218992], [0.004688490966947418]]","[5, 3, 1]",4682.18506257224,3.46758866099465,3,9,3,9.55555555555556,47.7777777777778,264
Case: 0062,3382.82666611671,1025287.16577214,34570.7073622948,10716.458409855,800000,180000,"[[4], [1, 7, 8], [2, 6, 9], [3, 5, 10]]","[[39], [13, 8, 6], [10, 3, 4], [6, 6, 12]]","[[0.05652032583446672], [0.09599531007890234, 0.04175655777438417, 0.08489901768540734], [0.05269981454340759, 0.05729895292134996, 0.03322006033237841], [0.002970581807035885, 0.039500270173067994, 0.022075077512050595]]","[3, 2, 2, 1]",-177161.620942458,-14.7334026113917,4,8,2,2.25,22.5,107
Case: 0063,18537.2385818958,734444.194265983,26540.9476680856,7903.24659789782,500000,200000,"[[4, 16], [3, 6, 11, 14, 19], [1, 2, 5, 9, 15, 20], [7, 8, 10, 13], [12, 17, 18]]","[[3, 36], [2, 3, 3, 3, 5], [3, 1, 3, 1, 1, 3], [4, 5, 3, 3], [2, 3, 2]]","[[0.0069734700173442405, 0.03913579748932398], [0.026743038885675453, 0.02361244705780382, 0.014805551149881992, 0.016746668843554042, 0.0035537220609983956], [0.01924326745535092, 0.022530731446992403, 0.014002411700692373, 0.010727013530616105, 0.004804265987218644, 0.014031294155552071], [0.016716175071542872, 0.026264509349548562, 0.014273643106293811, 0.012145309135365821], [0.01574509254682266, 0.038106009699016535, 0.020288014254651356]]","[1, 1, 1, 1, 1]",-75673.490408558,-9.34104906486016,5,5,1,4,20,89
Case: 0064,14902.7115039825,80402.3779634046,13125.1045689114,3677.27339449325,60000,3600,"[[1, 2, 3, 4, 5, 8, 9, 10], [6, 7]]","[[2, 7, 4, 5, 9, 8, 5, 2], [11, 61]]","[[0.007938258818348302, 0.038536998996603025, 0.021173223580174486, 0.06068555664605872, 0.009021977769035733, 0.08123903347949737, 0.017986266953464843, 0.021004735890050967], [0.009311185458362885, 0.06689166749455787]]","[4, 2]",7968.99511365743,11.0018265061401,2,6,3,6,60,114
Case: 0065,1855.11164021492,93985.1649233998,17411.2995343802,4573.86538901955,60000,12000,"[[3, 5], [4, 7, 10], [6, 8], [1, 2], [9]]","[[7, 4], [1, 2, 3], [6, 3], [6, 5], [3]]","[[0.013570566262424744, 0.029699866066756314], [0.0014580182402744034, 0.021980408448623454, 0.01713410984922384], [0.005447817567260852, 0.0399934720931484], [0.005868691956833599, 0.03333185405433666], [0.018491803139548662]]","[2, 1, 1, 1, 1]",6545.2263576381,7.48539679349795,5,6,1.2,2,20,40
Case: 0066,234923.720668792,163852.821759553,31692.6188016514,10160.2029579023,90000,32000,"[[6, 11, 14], [2, 8, 20], [1, 3, 5, 7, 9, 10, 13, 15], [4, 12, 17], [16, 18, 19]]","[[5, 7, 15], [1, 11, 4], [2, 1, 1, 2, 1, 3, 1, 2], [7, 2, 5], [5, 4, 2]]","[[0.05817725325932819, 0.040316131675309216, 0.019890171163750865], [0.013413337497760068, 0.03587293448447505, 0.016833701972573577], [0.015141520775561705, 0.009148683464156199, 0.027434736884785284, 0.01804501309263406, 0.004033967534779802, 0.027190135764904026, 0.005146811721203374, 0.010538622718405114], [0.01480800362567914, 0.03641167505417724, 0.001998600281635033], [0.015720989749223965, 0.04913704117468455, 0.011402115775164876]]","[4, 2, 1, 1, 1]",-24917.8583030246,-13.2000680904281,5,9,1.8,3.55555555555556,17.7777777777778,81
Case: 0067,5788.19606304168,78561.3455605368,18024.0193859125,5537.32617462435,50000,5000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[4, 1, 4, 5, 4, 5, 5, 2, 3, 9]]","[[0.027858922607965197, 0.03620487632169208, 0.006146900360359073, 0.07332023752204739, 0.0074383931470128764, 0.01919583591544572, 0.013493348334279275, 0.02564782685634905, 0.012460393218120676, 0.007588271784164996]]",[5],1952.28650239607,2.54837551380761,1,5,5,10,100,42
Case: 0068,112389.050683975,162724.931827322,31415.8754092049,11309.0564181171,100000,20000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[1309, 3, 4, 18, 2, 8, 10, 3, 4, 27, 2, 4, 2, 8, 9, 4, 9, 19, 3, 6]]","[[3.1383764275243484, 0.021067095325236956, 0.04415251474532511, 0.0008278613736759846, 0.006057745174906637, 0.1081274176382391, 0.054975865569188626, 0.022115513019995786, 0.03234934350158558, 0.012311712265475118, 0.0029924977404274813, 0.011893656585729637, 0.06546284410313241, 0.047750305359493574, 0.1042516915621779, 0.016658172634510877, 0.15309706713369586, 0.02082610289113542, 0.04739405518143344, 0.02723498696668743]]",[10],10627.247635734,6.98711995006286,1,10,10,20,100,1454
Case: 0069,12727.6297848224,112277.019518021,25370.2867572452,6906.73276077594,60000,20000,"[[1, 4, 5], [2, 7, 10], [11, 16], [6, 8, 9, 14, 15, 17, 18, 19, 20], [13], [3, 12]]","[[6, 2, 3], [2, 6, 3], [3, 5], [0, 2, 1, 1, 1, 2, 1, 1, 0], [11], [3, 2]]","[[0.006418356715082773, 0.008708036075708758, 0.016290624311551188], [0.004610875376464268, 0.01735750157625146, 0.015323418671628166], [0.010698195410766847, 0.010608771314402212], [0.0018789432545560042, 0.01302411380370302, 0.002379318249134709, 0.005178836062473068, 0.015464693042301044, 0.005169075694730641, 0.014159356308038584, 0.002924320731034222, 0.0021906844693042947], [0.01801128349865492], [0.02713827409727118, 0.019071624782386363]]","[1, 1, 1, 1, 1, 1]",-12773.6720137907,-10.2147951821131,6,6,1,3.33333333333333,16.6666666666667,55
Case: 0070,20216.114472866,162125.520336276,36918.5117508951,9207.00858538094,90000,26000,"[[3, 5, 6, 9], [2, 4], [1, 7], [8, 10]]","[[5, 5, 4, 12], [4, 6], [71, 52], [4, 10]]","[[0.024690037319374795, 0.03960362119711078, 0.03595383685404403, 0.03371676172025853], [0.005968841028806007, 0.025435633357322386], [0.38234909557088326, 0.5408236116095321], [0.02148272701792635, 0.04058599556359181]]","[4, 1, 3, 1]",3844.90778124949,2.42917165860272,4,9,2.25,2.88888888888889,28.8888888888889,173
Case: 0071,22682.1538789272,97292.8943237358,18467.4357509469,6825.4585727889,60000,12000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[3, 3, 3, 3, 2, 2, 1, 17, 4, 1, 1, 1, 4, 2, 2, 3, 4, 3, 3, 3]]","[[0.012821290978521893, 0.0442902252673331, 0.01306701052408558, 0.0021134720941047166, 0.016611376297137385, 0.011828994412977547, 0.022477672001610452, 0.03586287272900975, 0.01819487239833273, 0.03423663156021408, 0.0010386718373977285, 0.0011896804167820358, 0.011174695230395573, 0.017297900695266464, 0.004632575056479484, 0.0391734858081713, 0.027171006319216522, 0.0320392617641533, 0.046970555450742475, 0.04655993454582416]]",[6],2545.82356909071,2.68696810235255,1,6,6,20,100,65
Case: 0072,38396.753428936,144388.721882966,25856.419105192,8532.30277777477,100000,10000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[18, 3, 11, 3, 5, 21, 3, 7, 14, 9]]","[[0.1789216401211777, 0.0018345336957142839, 0.013888001537499108, 0.017677896388088046, 0.016968046792213084, 0.06515406285756514, 0.0062545422954484444, 0.07720632109450411, 0.011605032151046552, 0.10905938981142557]]",[10],7064.51009355808,5.14440243384884,1,10,10,10,100,94
Case: 0073,7717.6493730545,61866.4795479468,6844.48363188533,2221.99591606153,50000,2800,"[[1, 2, 4, 5, 7, 10], [3, 6, 8, 9]]","[[23, 126, 60, 73, 19, 30], [1, 1, 2, 1]]","[[0.033497052265374895, 0.0824977740547766, 0.09861203630794617, 0.11591303138673087, 0.07017059653212608, 0.04852037312319625], [0.01707363915264925, 0.009776946727066005, 0.02037399080848695, 0.0034540031599976217]]","[4, 1]",1076.19738236341,1.77034444326483,2,5,2.5,5.6,56,336
Case: 0074,153144.314665794,122602.199137419,16629.3479428309,6472.85119458889,90000,9500,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 17, 20], [11, 13, 16, 18, 19]]","[[4, 4, 1, 9, 4, 7, 4, 5, 2, 3, 3, 2, 6, 2, 2], [1, 14, 24, 6, 3]]","[[0.035147952539455, 0.017267822293851043, 0.03552325467093242, 0.005335621094031387, 0.01343010124090174, 0.020630465014361762, 0.019632284658496545, 0.04019986441560608, 0.02766127264947687, 0.05900485924146194, 0.058888429995119534, 0.055348068563210354, 0.055287321246286235, 0.02519571313620038, 0.013594267324250286], [0.003980983903556786, 0.029560643749917005, 0.03614383782402521, 0.011630791959136995, 0.006417369511556623]]","[5, 4]",-1758.05464161626,-1.41367887905728,2,9,4.5,10.5555555555556,52.7777777777778,106
Case: 0075,2925.86441206932,85184.1781402185,16291.1408631752,3893.03727704332,50000,15000,"[[1, 2, 7, 8, 10], [3, 6, 9], [4, 5]]","[[2, 1, 3, 2, 5], [16, 16, 5], [15, 12]]","[[0.0218775956766738, 0.02282489141124275, 0.03578220413179901, 0.013970136439656576, 0.013549033140149231], [0.04354407771107724, 0.027329739003740774, 0.017724975509575677], [0.014092368208941917, 0.027257573316090283]]","[1, 2, 2]",-2200.67827508239,-2.51837488251231,3,5,1.66666666666667,3,30,77
Case: 0076,19355.7609620094,172066.241304437,24873.118057023,10193.1232474142,110000,27000,"[[2, 18], [12, 15, 16], [1, 5, 8, 9, 19, 20], [10, 11, 17], [13], [3, 7], [4, 14], [6]]","[[4, 10], [1, 2, 17], [0, 0, 1, 4, 0, 2], [2, 3, 12], [29], [6, 12], [22, 8], [4]]","[[0.049590788693942144, 0.04166908947826745], [0.03699948671230374, 0.025785646193186733, 0.05550667515855382], [0.058133430939290166, 0.0639982485650778, 0.016098885001211254, 0.024490009739034747, 0.06439641205086376, 0.04492090173186978], [0.027156255708524393, 0.02621007454894118, 0.03909037838216449], [0.05162323066826008], [0.014166427075786393, 0.029617405674745072], [0.012733166505616353, 0.03553040249539668], [0.028669616542553907]]","[1, 1, 1, 2, 1, 2, 2, 1]",-16785.6885726747,-8.88828013756456,8,11,1.375,2.45454545454545,12.2727272727273,139
Case: 0077,12593.7511630058,77605.6527059036,11663.1877777059,5942.46492819772,50000,10000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[4, 2, 3, 1, 2, 3, 3, 10, 2, 4, 6, 12, 5, 3, 12, 4, 1, 2, 1, 3]]","[[0.01274927023060525, 0.07621355876609803, 0.015763990688074443, 0.009947237765304942, 0.006706735117578126, 0.011375288057500751, 0.018321179190129447, 0.03408420279512307, 0.08099561310115218, 0.014355117767187554, 0.07133180888523603, 0.07743919007072213, 0.014987434810993808, 0.011722006338188942, 0.07807931361117187, 0.007178427525965364, 0.00759239432345519, 0.006058741176998045, 0.02508642974170135, 0.021139850669132123]]",[5],5216.43070248651,7.20608753363901,1,5,5,20,100,83
Case: 0078,20456.7891669273,112985.489447162,18985.6787274443,5999.8107197178,80000,8000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[10, 12, 22, 6, 12, 5, 6, 7, 19, 24]]","[[0.09363271995913545, 0.20119189318953792, 0.03221180765353333, 0.019904572064121925, 0.05175515273092357, 0.05639763934304483, 0.047468878167269996, 0.021059886622436727, 0.032389735937922555, 0.08887864466973885]]",[8],2206.51230801988,1.99181502213044,1,8,8,10,100,123
Case: 0079,8797.73090696334,129091.527970127,22576.9952551652,6514.53271496224,80000,20000,"[[19, 20], [1, 6, 18], [9, 12, 17], [8], [5, 7, 14], [2, 4, 11, 15, 16], [13], [3, 10]]","[[3, 7], [3, 2, 5], [1, 1, 5], [11], [2, 3, 7], [1, 1, 1, 1, 1], [2], [7, 3]]","[[0.0067420147871377276, 0.01363001178792785], [0.015421055704649776, 0.005824852402457108, 0.019859023026486934], [0.021778264521298232, 0.0254249474921873, 0.010852524463997116], [0.015032072350705713], [0.02007222164585242, 0.021549677036389544, 0.014665370490588591], [0.02064150776211466, 0.004832104723223897, 0.006069247793828996, 0.003317458148000804, 0.011941004700933474], [0.0037636373268972317], [0.014422563357445746, 0.015410401098959395]]","[1, 1, 1, 1, 1, 1, 1, 1]",-9538.83380436022,-6.88076816814285,8,8,1,2.5,12.5,67
